Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
-1.4151810691502822,-1.3944595889025913,1.5803695257836163,-1.8684257522543597,1.1697805251007627,-0.3882963188761366,-2.432005601372186,-0.9614863916702531,0.24620020465769926,-1.0513297699033917,-0.38341020430999717,-0.6780493930322936,0,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.3380961637724818,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
0.11784484953130571,-1.3870222822111313,-0.270543951856408,1.0617867539482457,1.1697805251007627,-0.9787745141326066,-1.0261667362455194,-0.05778754527941421,1.1532535902386967,-0.5258700641667541,-0.9166225137945536,-1.0785044383346125,0,1.3093409798465847,2.346151056253851,-1.584178240646517,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,0.3380961637724818,-0.0013328996684553085,0.7649976209279953,-0.6791456840737199,0.24583399463483546,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.869874470881692,-1.6002250740329833,0.09963874367159682,0.08504925188071055,0.2546249253678617,0.5466274902799411,0.3796721288811475,-0.05778754527941421,-1.5679065665042957,-0.4383288596526033,1.5297735513603419,1.3242258334793007,1,1.036019304133083,-0.42623001504290287,1.1914379855160337,-0.9320143892374165,-0.2930769296747854,0.1557070814399298,0.3380961637724818,-0.32789331844000197,-0.6154915796172452,-0.3687152874355457,-0.0345197463373974,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.6486681098094882,1.173890321881579,-0.8875151110697495,-1.8684257522543597,1.1697805251007627,-0.3390898026047641,-2.432005601372186,-0.9614863916702531,1.1532535902386967,-1.1418456755418096,0.4529489031603758,-0.6780493930322936,1,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,2.5899937140505074,-1.3216011591512031,0.9316033855643254,0.3380961637724818,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.33684855220010396,0.9458129166768071,-0.8875151110697495,1.0617867539482457,-0.6605306743650393,-0.19147025379064658,0.3796721288811475,-0.05778754527941421,-0.6608531809232983,-0.4623389472984748,1.5637844577639428,0.9237707881769818,0,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,2.5899937140505074,-0.8073390444129942,-0.6201892226844657,0.3380961637724818,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2.4173837275536876,-1.6374116074902831,-0.7641208792270812,0.08504925188071055,0.2546249253678617,0.20218187638033347,-1.0261667362455194,-0.9614863916702531,1.1532535902386967,-0.9191680485252322,-0.8231627916524266,0.12286069757234411,0,0.4893759527060795,-0.42623001504290287,-1.584178240646517,0.24198831185855807,-0.5502079870438897,2.4833959938131165,0.3380961637724818,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.0866755151470848,-0.7226228844407089,-0.8875151110697495,-0.8916882501868245,-1.5756862740979403,1.137105685536411,1.7855109940078144,-0.05778754527941421,0.24620020465769926,-0.000622837081849785,1.782606694418517,-1.0785044383346125,0,-0.3305890744344257,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.2930769296747854,1.707499689688721,-1.077862128949878,0.16194730971731802,0.7649976209279953,-0.6791456840737199,0.8065414765793012,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.7581699611438873,-0.8788063249613679,0.3464272073569334,1.0617867539482457,-0.6605306743650393,0.3990079414658235,-1.0261667362455194,-0.9614863916702531,-1.5679065665042957,-0.9497649743748382,0.022050394757726893,-0.6780493930322936,0,0.7626976284195812,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,1.7540544564948417,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0.7748559575377005,-1.039947969943,-1.0109093429124179,2.038524256015781,-1.5756862740979403,0.645040522822686,0.3796721288811475,-0.05778754527941421,0.24620020465769926,-0.36863586188405617,-0.707075978886416,1.7246808787816195,0,-0.8772324258614291,-0.42623001504290287,0.26623257679518353,0.24198831185855807,-0.03594587230568093,0.9316033855643254,-1.077862128949878,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.7581699611438873,-1.6101414829549299,-0.14714972001373974,-0.8916882501868245,-0.6605306743650393,0.349801425194451,1.7855109940078144,0.8459113011114247,-1.5679065665042957,1.0439222148394243,0.49033279201722657,-1.0785044383346125,1,-0.8772324258614291,-0.42623001504290287,0.26623257679518353,2.5899937140505074,-0.2930769296747854,0.9316033855643254,-1.077862128949878,0.16194730971731802,0.7649976209279953,-0.3687152874355457,0.8065414765793012,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
